year_month,category,top_counterpart,n_customers,n_transasctions,total_amount,pos_perc,ecom_perc
1-2022,cash,postfinance,21,33,9329.86,1.0,0.0
1-2022,groceries,sprungli,36,46,1443.84,1.0,0.0
1-2022,groceries,panetarium,9,31,293.7,1.0,0.0
1-2022,general,other,236,344,32713.94,0.18,0.82
1-2022,groceries,other,800,3061,78821.95,0.81,0.19
1-2022,tax,other,117,163,5406.0,0.47,0.53
10-2021,restaurants,subway,23,25,413.31,1.0,0.0
10-2021,entertainment,playstationnetwork,23,31,1008.42,0.0,1.0
10-2021,entertainment,swiss casinos,9,61,7030.23,0.0,1.0
11-2021,wellness,other,10,13,979.64,0.94,0.06
12-2021,restaurants,vicafe,17,24,469.9,0.59,0.41
12-2021,communication,yallo,15,25,631.75,0.0,1.0
12-2021,transport,bolt,4,11,51.97,0.0,1.0
1-2022,transport,tier,13,30,192.61,0.42,0.58
1-2022,holidays,airbnb,11,21,5934.95,0.0,1.0
6-2021,transport,coop,202,382,10026.67,0.95,0.05
6-2021,groceries,steiner,46,115,1159.15,1.0,0.0
6-2021,communication,post,62,81,1685.19,0.99,0.01
6-2021,transport,eni,29,50,1871.61,0.81,0.19
6-2021,transport,lime,19,67,416.12,0.0,1.0
6-2021,cash,ubs,55,139,6422.09,0.4,0.6
6-2021,transport,fairtiq,23,45,870.75,0.0,1.0
6-2021,transport,zvv,14,68,536.3,0.0,1.0
6-2021,restaurants,spettacolo,18,27,200.0,1.0,0.0
6-2021,entertainment,jackpots.ch,5,47,357.36,0.0,1.0
6-2021,groceries,sbb,21,34,261.6,1.0,0.0
7-2021,groceries,coop,643,2937,75609.65,0.97,0.03
7-2021,entertainment,interwetten,5,45,9161.0,0.0,1.0
7-2021,communication,netflix.com,11,11,161.85,0.0,1.0
7-2021,shopping,ochsner,21,23,1825.95,1.0,0.0
8-2021,transport,shell,85,124,4053.22,1.0,0.0
8-2021,savings,revolut,47,142,37125.72,0.0,1.0
8-2021,wellness,other,7,9,632.6,0.91,0.09
8-2021,holidays,other,403,1016,147637.88,0.76,0.24
8-2021,shopping,muller,39,49,1166.25,1.0,0.0
9-2021,groceries,volg,134,379,5948.1,1.0,0.0
9-2021,communication,google,105,281,3486.1,0.0,1.0
9-2021,living,other,84,142,15070.92,0.65,0.35
9-2021,shopping,globus,36,48,3808.77,0.95,0.05
9-2021,holidays,airbnb,5,6,3577.95,0.0,1.0
9-2021,transport,voi,11,33,111.08,0.02,0.98
1-2023,groceries,avec,141,276,2435.55,0.99,0.01
1-2023,transport,migrol,97,154,3509.18,1.0,0.0
1-2023,restaurants,starbucks,95,150,1515.21,1.0,0.0
1-2023,groceries,sumup,57,86,1651.8,1.0,0.0
1-2023,transport,landi,16,37,451.1,1.0,0.0
1-2023,health,dm-drogerie,32,43,1447.51,1.0,0.0
1-2023,restaurants,vicafe,18,35,402.9,0.67,0.33
1-2023,shopping,jelmoli,21,35,3388.65,1.0,0.0
1-2023,holidays,other,495,1287,210420.71,0.43,0.57
1-2023,shopping,other,1105,3693,283383.15,0.62,0.38
1-2023,communication,apple,358,1020,22764.47,0.0,1.0
2-2023,communication,paypal,106,206,4986.99,0.0,1.0
2-2023,shopping,digitec galaxus,98,141,16656.93,0.01,0.99
2-2023,entertainment,mycasino.ch,13,149,12344.12,0.0,1.0
2-2023,restaurants,mcdonald's,79,113,1782.96,1.0,0.0
2-2023,shopping,manor,67,87,4495.7,0.89,0.11
2-2023,general,other,314,545,39883.38,0.21,0.79
2-2023,transport,paypal,12,18,1673.08,0.0,1.0
2-2023,Groceries,other,3,3,112.0,1.0,0.0
11-2022,restaurants,mcdonalds,212,358,5620.73,1.0,0.0
11-2022,groceries,avec,145,286,2629.75,0.87,0.13
11-2022,transport,migrol,126,227,4920.77,0.9,0.1
11-2022,cash,revolut,68,213,62905.68,0.0,1.0
11-2022,groceries,sumup,70,96,1338.91,1.0,0.0
11-2022,holidays,swiss,29,52,15842.14,0.04,0.96
11-2022,transport,landi,20,47,971.0,0.88,0.12
12-2022,transport,sbb,334,1628,24079.51,0.2,0.8
12-2022,shopping,paypal,83,160,15921.7,0.0,1.0
12-2022,shopping,aliexpress,76,310,5424.1,0.0,1.0
12-2022,shopping,zalando,29,43,5256.64,0.02,0.98
12-2022,Restaurant,other,3,3,257.1,1.0,0.0
3-2022,cash,revolut,49,92,26017.79,0.0,1.0
3-2022,entertainment,microsoft,40,45,1618.25,0.0,1.0
4-2022,groceries,selecta,93,330,935.53,1.0,0.0
4-2022,restaurants,migros,138,262,3484.7,1.0,0.0
4-2022,shopping,otto's,41,55,3092.75,0.92,0.08
4-2022,holidays,swiss,27,49,9480.69,0.07,0.93
4-2022,shopping,orell fussli,29,33,1027.95,1.0,0.0
4-2022,restaurants,subway,28,41,728.36,1.0,0.0
3-2022,entertainment,paypal,30,46,1179.84,0.0,1.0
4-2022,shopping,hornbach,28,47,4694.39,0.82,0.18
5-2022,groceries,volg,147,426,7404.6,1.0,0.0
5-2022,communication,google,121,329,3811.18,0.0,1.0
5-2022,transport,easypark,40,115,478.97,0.0,1.0
5-2022,general,other,281,501,37299.44,0.22,0.78
5-2022,savings,revolut,1,2,1090.73,0.0,1.0
5-2022,shopping,decathlon,25,25,1734.19,0.9,0.1
5-2022,education,other,1,3,2423.4,0.29,0.71
6-2022,groceries,denner,277,620,14593.9,0.99,0.01
6-2022,communication,spotify,145,153,2491.51,0.0,1.0
6-2022,cash,other,247,742,139951.76,0.83,0.17
6-2022,transport,uber,58,199,3296.8,0.0,1.0
6-2022,entertainment,mycasino.ch,8,39,2870.6,0.0,1.0
6-2022,savings,coinbase,19,68,12385.67,0.0,1.0
6-2022,transport,vbz,28,42,312.6,1.0,0.0
6-2022,communication,audible,29,32,351.21,0.0,1.0
8-2023,communication,other,508,1018,32955.27,0.06,0.94
8-2023,entertainment,mycasino.ch,16,147,12679.6,0.0,1.0
8-2023,health,amavita,45,48,1382.75,1.0,0.0
8-2023,transport,paypal,19,32,1064.72,0.0,1.0
9-2023,groceries,volg,181,432,7670.1,1.0,0.0
9-2023,restaurants,migros,140,276,3394.95,1.0,0.0
9-2023,transport,migrol,131,237,5952.06,1.0,0.0
9-2023,cash,twint,25,81,3337.6,0.0,1.0
9-2023,communication,sky,8,9,278.05,0.0,1.0
9-2023,cash,binance,8,51,8922.23,0.0,1.0
9-2023,restaurants,subway,22,37,529.11,1.0,0.0
9-2023,shopping,jelmoli,19,31,1945.05,1.0,0.0
9-2023,communication,yallo,17,55,867.5,0.0,1.0
8-2023,Restaurant,other,2,2,167.0,1.0,0.0
9-2023,shopping,other,1209,3938,276092.21,0.7,0.3
9-2023,wellness,other,10,18,1457.8,0.51,0.49
9-2023,transport,landi,24,38,796.95,1.0,0.0
9-2023,health,sumup,53,59,9835.39,1.0,0.0
10-2023,groceries,coop,938,4342,90578.87,0.97,0.03
10-2023,restaurants,migros,151,287,3833.0,1.0,0.0
10-2023,communication,post,97,123,2713.63,0.97,0.03
10-2023,shopping,migros,30,38,2940.8,0.59,0.41
10-2023,health,amavita,49,59,1807.75,1.0,0.0
10-2023,cash,kantonalbank,38,62,15860.0,1.0,0.0
10-2023,restaurants,subway,35,39,615.9,1.0,0.0
10-2023,transport,bolt,22,100,595.67,0.0,1.0
10-2023,education,other,2,7,3144.65,0.14,0.86
10-2023,Health,other,1,2,490.0,0.0,1.0
7-2022,transport,coop,282,673,17769.23,1.0,0.0
7-2022,cash,revolut,75,214,106883.37,0.0,1.0
7-2022,transport,eni,83,137,4491.91,0.96,0.04
7-2022,transport,lime,25,107,585.82,0.0,1.0
7-2022,transport,fairtiq,28,57,1484.1,0.0,1.0
7-2022,entertainment,swisslos,45,107,4577.0,0.0,1.0
7-2022,transport,zvv,28,95,2275.4,0.0,1.0
7-2022,wellness,other,9,14,1618.23,0.86,0.14
7-2022,entertainment,playstationnetwork,14,18,251.62,0.0,1.0
7-2022,communication,tiktok,1,21,79.12,0.0,1.0
7-2022,entertainment,swiss casinos,20,76,11378.0,0.0,1.0
8-2022,groceries,selecta,119,331,1010.64,1.0,0.0
8-2022,transport,uber,50,215,3534.17,0.0,1.0
8-2022,communication,amazon,62,94,967.41,0.0,1.0
8-2022,communication,adobe,31,40,965.06,0.0,1.0
8-2022,transport,vbz,23,32,2274.0,1.0,0.0
8-2022,shopping,ochsner,32,37,1966.6,0.85,0.15
8-2022,salary,other,2,3,84.09,0.7,0.3
9-2022,transport,sbb,321,1301,24595.0,0.16,0.84
9-2022,shopping,other,1070,3567,266910.79,0.66,0.34
9-2022,tax,other,159,215,7947.81,0.65,0.35
9-2022,savings,other,22,63,26154.84,0.0,1.0
9-2022,shopping,jelmoli,19,35,2540.4,1.0,0.0
1-2021,groceries,kkiosk,30,54,507.75,1.0,0.0
1-2021,cash,twint,28,77,2061.16,0.0,1.0
1-2021,transport,parkingpay,8,15,164.85,0.0,1.0
1-2021,entertainment,netflix,70,71,1299.9,0.0,1.0
1-2021,communication,post,21,25,403.35,1.0,0.0
1-2021,entertainment,google,9,15,85.35,0.0,1.0
1-2021,groceries,brezelkönig,23,31,207.9,1.0,0.0
1-2021,shopping,other,497,1343,114162.51,0.38,0.62
1-2021,health,other,219,331,20593.97,0.82,0.18
2-2021,groceries,coop,469,2048,65372.84,0.95,0.05
2-2021,restaurants,mcdonalds,79,130,2672.04,0.96,0.04
2-2021,entertainment,youtube,26,31,423.07,0.0,1.0
2-2021,savings,other,20,63,21202.51,0.0,1.0
3-2021,groceries,coop,761,3127,86188.94,0.97,0.03
3-2021,transport,migrol,79,127,3323.36,1.0,0.0
3-2021,savings,revolut,85,148,30151.18,0.0,1.0
3-2021,communication,sky,28,36,712.21,0.0,1.0
3-2021,communication,yallo,14,23,360.85,0.0,1.0
5-2021,transport,coop,201,404,11376.62,0.97,0.03
5-2021,restaurants,starbucks,37,64,689.34,1.0,0.0
5-2021,entertainment,netflix,92,93,1757.07,0.0,1.0
5-2021,transport,eni,28,54,1575.56,1.0,0.0
5-2021,transport,fairtiq,23,54,1079.35,0.0,1.0
5-2021,shopping,globus,19,30,1741.15,1.0,0.0
5-2021,transport,zvv,15,46,720.3,0.0,1.0
1-2021,shopping,jelmoli,5,6,374.25,0.94,0.06
1-2021,cash,binance,3,5,560.0,0.0,1.0
1-2021,transport,tier,2,2,5.7,0.0,1.0
2-2021,wellness,other,4,7,771.95,0.91,0.09
2-2021,holidays,booking.com,1,1,97.9,0.0,1.0
3-2021,entertainment,jackpots.ch,7,9,122.44,0.0,1.0
3-2021,education,other,2,2,945.69,0.04,0.96
3-2021,transport,landi,8,16,255.95,1.0,0.0
4-2021,groceries,coop,622,2733,80979.25,0.96,0.04
4-2021,transport,shell,73,126,3070.5,1.0,0.0
4-2021,cash,postfinance,11,18,2707.0,1.0,0.0
4-2021,entertainment,mycasino.ch,8,36,1490.0,0.0,1.0
4-2021,health,dm-drogerie,3,3,287.68,1.0,0.0
5-2021,transport,lime,15,35,111.68,0.0,1.0
5-2021,restaurants,vicafe,19,30,339.7,1.0,0.0
5-2021,entertainment,google,1,1,14.62,0.0,1.0
5-2021,holidays,booking.com,6,7,1161.16,0.0,1.0
5-2021,salary,other,1,3,9.95,0.0,1.0
7-2023,communication,apple,352,1072,20009.25,0.01,0.99
7-2023,groceries,volg,174,414,7319.85,1.0,0.0
7-2023,cash,revolut,96,291,132193.98,0.0,1.0
7-2023,entertainment,swisslos,20,42,2184.0,0.0,1.0
7-2023,entertainment,playstationnetwork,21,32,510.16,0.0,1.0
7-2023,entertainment,swiss casinos,35,184,15284.5,0.0,1.0
7-2023,Groceries,other,2,3,219.1,1.0,0.0
7-2023,savings,coinbase,8,48,1470.42,0.0,1.0
10-2022,groceries,migros,736,2660,68678.13,0.91,0.09
10-2022,communication,paypal,102,191,5841.12,0.0,1.0
10-2022,transport,parkingpay,52,152,793.4,0.0,1.0
10-2022,groceries,brezelkonig,37,48,323.1,1.0,0.0
10-2022,transport,tier,27,75,310.91,0.0,1.0
10-2022,cash,kantonalbank,34,50,11570.0,1.0,0.0
10-2022,shopping,amzn,22,35,2153.55,0.0,1.0
10-2022,groceries,stocker,14,29,201.9,1.0,0.0
10-2022,entertainment,interwetten,9,115,6382.6,0.0,1.0
3-2022,communication,tiktok,3,15,105.96,0.0,1.0
11-2023,groceries,aldi,233,528,18135.34,1.0,0.0
11-2023,communication,post,104,142,2779.32,0.98,0.02
11-2023,cash,ubs,36,62,14720.0,1.0,0.0
11-2023,groceries,manor,26,56,1183.6,1.0,0.0
11-2023,entertainment,youtube,44,45,689.87,0.0,1.0
11-2023,restaurants,tibits,30,44,962.7,1.0,0.0
11-2023,shopping,decathlon,32,37,2791.04,0.63,0.37
11-2023,groceries,rewe,24,33,765.55,1.0,0.0
2-2022,savings,coinbase,14,40,2470.7,0.0,1.0
2-2022,general,paypal,32,37,4184.69,0.0,1.0
2-2022,entertainment,other,451,1056,85635.76,0.25,0.75
2-2022,communication,other,415,806,36536.4,0.11,0.89
2-2022,shopping,migros,35,54,5718.8,0.98,0.02
2-2022,living,landi,21,22,661.15,1.0,0.0
2-2022,health,sumup,30,31,3217.7,1.0,0.0
2-2022,restaurants,spettacolo,18,21,152.9,1.0,0.0
2-2022,transport,voi,9,16,61.62,0.3,0.7
2-2022,Holidays,other,1,1,13.45,1.0,0.0
11-2023,transport,other,857,2844,86513.96,0.74,0.26
11-2023,tax,other,174,288,12892.48,0.61,0.39
11-2023,living,other,107,181,13494.16,0.59,0.41
11-2023,health,amavita,39,48,1197.9,1.0,0.0
12-2023,entertainment,netflix,88,88,1736.79,0.0,1.0
12-2023,groceries,steiner,46,80,986.2,1.0,0.0
12-2023,groceries,sbb,35,53,474.75,1.0,0.0
12-2023,entertainment,google,117,170,1523.0,0.0,1.0
12-2023,shopping,amzn,42,70,4037.12,0.0,1.0
12-2023,restaurants,tibits,28,39,923.5,1.0,0.0
3-2023,groceries,migros,786,3247,83837.15,0.94,0.06
3-2023,transport,sbb,305,1592,23115.6,0.19,0.81
3-2023,restaurants,migros,176,347,4425.05,1.0,0.0
3-2023,groceries,brezelkonig,63,93,654.8,1.0,0.0
3-2023,entertainment,swisslos,40,79,4162.0,0.0,1.0
3-2023,restaurants,subway,37,51,848.47,1.0,0.0
3-2023,entertainment,playstationnetwork,24,54,913.98,0.0,1.0
3-2023,entertainment,swiss casinos,32,107,11757.0,0.0,1.0
4-2023,groceries,lidl,200,409,15742.33,1.0,0.0
4-2023,restaurants,sumup,211,351,9843.59,1.0,0.0
4-2023,groceries,spar,115,210,5164.4,0.98,0.02
4-2023,transport,uber,85,265,4526.92,0.03,0.97
4-2023,restaurants,uber,69,211,9099.11,0.06,0.94
4-2023,shopping,digitec galaxus,78,112,12067.08,0.08,0.92
4-2023,shopping,manor,79,112,5453.0,0.96,0.04
4-2023,restaurants,marche,74,111,1458.55,1.0,0.0
4-2023,transport,vbz,21,37,503.5,1.0,0.0
5-2023,restaurants,migros,154,285,3699.55,0.99,0.01
5-2023,communication,paypal,100,190,4395.53,0.0,1.0
5-2023,cash,twint,34,104,4586.64,0.0,1.0
5-2023,cash,binance,14,58,17658.84,0.0,1.0
5-2023,shopping,ochsner,38,46,3481.65,0.81,0.19
5-2023,entertainment,playstationnetwork,28,109,2994.72,0.0,1.0
5-2023,entertainment,swiss casinos,33,152,15173.9,0.0,1.0
5-2023,living,other,137,205,11992.86,0.81,0.19
4-2023,groceries,twint,16,45,1052.7,0.0,1.0
4-2023,savings,revolut,1,1,148.0,0.0,1.0
5-2023,entertainment,swisslos,29,51,2465.0,0.01,0.99
5-2023,restaurants,subway,33,40,544.73,1.0,0.0
5-2023,transport,paypal,16,31,2199.95,0.0,1.0
6-2023,groceries,other,1099,4665,120747.95,0.88,0.12
6-2023,health,other,538,949,55829.92,0.9,0.1
6-2023,transport,migrol,155,289,6690.26,1.0,0.0
6-2023,restaurants,burger,132,201,4690.27,1.0,0.0
6-2023,communication,post,85,101,2125.38,0.99,0.01
6-2023,shopping,amzn,29,45,2432.76,0.0,1.0
6-2023,transport,landi,43,96,1925.79,1.0,0.0
6-2023,groceries,sprungli,34,41,878.3,1.0,0.0
6-2023,groceries,panetarium,6,43,426.05,1.0,0.0
10-2021,health,other,391,671,36078.93,0.89,0.11
10-2021,shopping,aliexpress,43,137,2868.98,0.0,1.0
10-2021,shopping,paypal,93,174,18306.59,0.0,1.0
10-2021,restaurants,burger,119,154,3869.06,1.0,0.0
10-2021,cash,ubs,70,230,12958.91,0.41,0.59
11-2021,entertainment,youtube,39,44,666.31,0.0,1.0
11-2021,restaurants,subway,21,34,551.77,1.0,0.0
11-2021,savings,other,43,92,36680.93,0.01,0.99
12-2021,groceries,migrolino,77,208,2056.85,0.88,0.12
12-2021,entertainment,youtube,40,48,644.28,0.0,1.0
12-2021,restaurants,tibits,19,37,658.9,1.0,0.0
12-2021,holidays,booking.com,14,15,3487.94,0.0,1.0
12-2021,transport,other,624,1796,49576.42,0.72,0.28
1-2022,transport,avia,92,138,6638.09,1.0,0.0
1-2022,shopping,digitec galaxus,111,179,23553.78,0.12,0.88
1-2022,transport,socar,77,146,3263.57,1.0,0.0
1-2022,transport,agrola,50,84,2871.88,1.0,0.0
1-2022,shopping,manor,63,87,4684.55,0.96,0.04
1-2022,transport,tamoil,18,23,842.41,1.0,0.0
1-2022,restaurants,subway,23,30,464.49,1.0,0.0
1-2022,communication,netflix.com,18,18,238.72,0.0,1.0
10-2021,shopping,zalando,28,46,5632.94,0.01,0.99
10-2021,entertainment,jackpots.ch,12,87,11972.05,0.0,1.0
10-2021,Holidays,other,1,1,149.05,1.0,0.0
11-2021,communication,apple,285,889,40536.13,0.0,1.0
11-2021,groceries,denner,209,487,12112.65,0.98,0.02
11-2021,restaurants,migros,135,256,3107.75,1.0,0.0
11-2021,transport,shell,77,125,3248.07,0.98,0.02
11-2021,Fitness,other,1,1,12.0,1.0,0.0
12-2021,shopping,ochsner,42,49,6484.15,0.98,0.02
1-2022,groceries,volg,135,388,8074.1,1.0,0.0
1-2022,restaurants,migros,111,203,2576.85,0.99,0.01
6-2021,cash,other,114,206,40448.63,0.72,0.28
6-2021,groceries,aldi,116,258,9959.39,1.0,0.0
6-2021,transport,migrol,90,163,4348.98,1.0,0.0
6-2021,shopping,amazon,56,101,5698.93,0.0,1.0
6-2021,shopping,ikea,35,48,5068.2,0.67,0.33
6-2021,communication,amazon,30,48,531.68,0.0,1.0
6-2021,groceries,manor,21,56,1508.55,1.0,0.0
6-2021,shopping,sumup,18,22,1342.59,0.98,0.02
6-2021,transport,landi,10,15,285.95,1.0,0.0
6-2021,health,dm-drogerie,13,13,1201.09,1.0,0.0
6-2021,entertainment,swiss casinos,8,42,5800.0,0.0,1.0
7-2021,communication,paypal,64,107,4454.94,0.0,1.0
7-2021,restaurants,mcdonald's,48,72,1143.45,1.0,0.0
7-2021,entertainment,microsoft,23,23,378.93,0.0,1.0
7-2021,health,sumup,28,30,3594.44,1.0,0.0
7-2021,entertainment,paypal,15,25,889.2,0.0,1.0
7-2021,holidays,other,400,1176,186138.44,0.72,0.28
8-2021,groceries,denner,195,421,11396.4,0.97,0.03
8-2021,communication,google,97,193,1967.56,0.0,1.0
8-2021,restaurants,sumup,113,148,3974.07,1.0,0.0
8-2021,restaurants,uber,37,139,4686.97,0.04,0.96
8-2021,entertainment,netflix,98,99,1826.06,0.0,1.0
8-2021,transport,easypark,42,93,399.02,0.0,1.0
8-2021,restaurants,marche,31,34,620.43,1.0,0.0
6-2021,entertainment,swisslos,13,16,1038.0,0.0,1.0
6-2021,communication,adobe,17,20,448.6,0.0,1.0
6-2021,entertainment,playstationnetwork,9,9,268.77,0.0,1.0
7-2021,shopping,amzn,3,5,268.58,0.0,1.0
8-2021,entertainment,google,14,30,300.59,0.0,1.0
9-2021,transport,sbb,243,938,16462.5,0.3,0.7
9-2021,groceries,sprungli,39,52,1234.15,1.0,0.0
9-2021,groceries,other,788,3308,84253.29,0.84,0.16
9-2021,general,paypal,21,32,9063.96,0.0,1.0
9-2021,shopping,migros,39,52,5847.55,0.55,0.45
9-2021,groceries,panetarium,6,31,323.2,1.0,0.0
1-2023,transport,coop,256,584,15043.73,0.99,0.01
1-2023,groceries,selecta,98,244,935.74,0.99,0.01
1-2023,entertainment,mycasino.ch,12,74,5311.4,0.0,1.0
1-2023,transport,eni,57,86,2644.1,0.95,0.05
1-2023,transport,lime,16,57,218.39,0.0,1.0
1-2023,transport,fairtiq,38,87,1684.77,0.0,1.0
1-2023,transport,zvv,28,128,1453.2,0.0,1.0
1-2023,restaurants,tibits,33,46,1001.2,1.0,0.0
1-2023,shopping,decathlon,30,35,3421.25,0.89,0.11
1-2023,tax,other,179,246,18250.91,0.38,0.62
2-2023,groceries,denner,276,581,12678.0,0.98,0.02
3-2023,shopping,decathlon,28,31,2677.34,0.87,0.13
3-2023,groceries,stocker,18,44,382.5,1.0,0.0
2-2023,communication,netflix.com,47,47,786.37,0.0,1.0
2-2023,holidays,airbnb,22,45,15354.82,0.0,1.0
11-2022,transport,coop,242,600,14184.36,0.93,0.07
11-2022,communication,google,164,528,5500.87,0.0,1.0
11-2022,groceries,selecta,108,286,934.68,0.92,0.08
11-2022,shopping,digitec galaxus,112,187,30312.29,0.08,0.92
11-2022,cash,twint,48,133,7180.52,0.0,1.0
11-2022,shopping,manor,78,112,5628.1,0.84,0.16
11-2022,transport,eni,58,89,2721.34,0.9,0.1
11-2022,transport,lime,33,138,571.07,0.0,1.0
11-2022,transport,fairtiq,35,100,2163.1,0.0,1.0
11-2022,transport,zvv,30,126,1217.0,0.0,1.0
11-2022,cash,binance,16,39,11909.33,0.0,1.0
11-2022,health,coop,27,35,1106.3,1.0,0.0
12-2022,groceries,coop,907,4151,102512.27,0.98,0.02
12-2022,transport,voi,21,80,334.85,0.0,1.0
12-2022,communication,other,529,987,41880.86,0.1,0.9
12-2022,health,other,516,980,49543.36,0.94,0.06
12-2022,tax,other,165,215,8724.66,0.46,0.54
12-2022,general,paypal,43,71,8206.99,0.0,1.0
12-2022,living,other,95,161,7667.43,0.52,0.48
3-2022,groceries,migros,685,2851,77984.39,0.91,0.09
3-2022,transport,uber,62,208,3315.41,0.07,0.93
3-2022,shopping,digitec galaxus,92,146,27726.72,0.02,0.98
3-2022,communication,spotify,136,142,2306.6,0.0,1.0
3-2022,entertainment,interwetten,12,85,8049.46,0.0,1.0
3-2022,cash,twint,49,116,7013.06,0.0,1.0
3-2022,shopping,manor,51,71,3021.85,0.86,0.14
3-2022,groceries,brezelkonig,59,83,632.75,1.0,0.0
3-2022,general,paypal,42,67,6177.33,0.0,1.0
3-2022,transport,vbz,20,36,204.9,1.0,0.0
3-2022,cash,binance,16,59,15643.3,0.0,1.0
3-2022,health,coop,38,49,1293.9,0.93,0.07
3-2022,groceries,stocker,19,28,200.3,1.0,0.0
4-2022,groceries,avec,132,220,2053.35,0.99,0.01
4-2022,restaurants,burger,128,178,4203.76,1.0,0.0
4-2022,groceries,sumup,73,93,2122.96,1.0,0.0
5-2022,transport,shell,132,201,6301.85,1.0,0.0
5-2022,groceries,sprungli,35,66,1499.22,0.9,0.1
5-2022,restaurants,spettacolo,33,57,404.7,1.0,0.0
5-2022,shopping,other,1011,3288,274368.47,0.64,0.36
5-2022,groceries,other,915,3827,91682.45,0.84,0.16
4-2022,entertainment,other,533,1583,97550.21,0.32,0.68
4-2022,transport,paypal,12,41,1559.73,0.0,1.0
4-2022,education,other,4,6,435.14,0.65,0.35
5-2022,groceries,panetarium,6,30,278.2,1.0,0.0
5-2022,shopping,jelmoli,14,31,1847.0,0.77,0.23
6-2022,shopping,amazon,90,183,11316.35,0.0,1.0
6-2022,health,other,417,668,40439.61,0.89,0.11
6-2022,shopping,ikea,45,94,5255.79,0.9,0.1
6-2022,cash,ubs,34,47,10110.0,1.0,0.0
6-2022,general,paypal,38,53,4943.43,0.0,1.0
6-2022,shopping,sumup,34,38,1630.2,0.96,0.04
6-2022,restaurants,spettacolo,24,38,281.8,1.0,0.0
6-2022,communication,tiktok,3,51,640.05,0.0,1.0
8-2023,groceries,lidl,214,453,16724.47,1.0,0.0
8-2023,groceries,spar,149,353,7301.22,0.98,0.02
8-2023,cash,postfinance,77,128,30926.88,1.0,0.0
8-2023,savings,coinbase,9,59,3388.2,0.0,1.0
8-2023,shopping,orell fussli,41,44,1298.2,0.79,0.21
8-2023,groceries,twint,15,55,1135.65,0.0,1.0
8-2023,shopping,hornbach,19,42,3457.5,0.94,0.06
9-2023,transport,coop,323,905,18747.38,0.99,0.01
9-2023,cash,revolut,74,251,77400.57,0.0,1.0
9-2023,restaurants,burger,137,191,4530.17,0.99,0.01
9-2023,transport,eni,89,156,5088.28,0.82,0.18
9-2023,transport,lime,19,59,385.66,0.0,1.0
9-2023,transport,fairtiq,23,37,741.8,0.0,1.0
9-2023,entertainment,swisslos,34,70,2933.0,0.02,0.98
9-2023,transport,zvv,24,73,2864.5,0.0,1.0
9-2023,groceries,sprungli,37,50,1148.7,1.0,0.0
9-2023,groceries,panetarium,4,34,336.8,1.0,0.0
9-2023,shopping,decathlon,28,30,1185.66,0.64,0.36
9-2023,entertainment,playstationnetwork,27,49,1407.33,0.0,1.0
9-2023,entertainment,swiss casinos,23,155,9917.65,0.0,1.0
8-2023,shopping,otto's,52,65,3791.2,0.96,0.04
9-2023,groceries,other,1123,4562,110255.29,0.88,0.12
10-2023,communication,amazon,64,111,1300.41,0.0,1.0
10-2023,transport,other,967,3835,117682.01,0.67,0.33
10-2023,restaurants,burger,133,188,4405.68,0.97,0.03
10-2023,entertainment,mycasino.ch,18,67,2159.67,0.0,1.0
10-2023,communication,adobe,46,57,1234.0,0.0,1.0
10-2023,shopping,globus,27,37,3676.61,1.0,0.0
7-2022,groceries,coop,877,3947,87939.77,0.98,0.02
7-2022,transport,migrol,134,261,6229.28,1.0,0.0
7-2022,communication,spotify,146,151,2459.15,0.0,1.0
7-2022,cash,twint,52,126,7156.94,0.0,1.0
7-2022,shopping,otto's,47,57,3924.15,0.95,0.05
7-2022,transport,landi,26,47,949.4,1.0,0.0
7-2022,communication,audible,25,25,248.44,0.0,1.0
7-2022,cash,binance,15,68,13678.75,0.0,1.0
7-2022,shopping,hornbach,25,42,4936.75,0.93,0.07
7-2022,shopping,orell fussli,27,31,900.15,1.0,0.0
8-2022,groceries,avec,160,288,2220.4,0.98,0.02
8-2022,shopping,amzn,27,42,3040.58,0.0,1.0
8-2022,entertainment,mycasino.ch,9,81,4059.0,0.0,1.0
8-2022,communication,post,87,110,3719.48,1.0,0.0
8-2022,groceries,sumup,78,100,1992.66,1.0,0.0
8-2022,cash,postfinance,49,66,16586.3,1.0,0.0
8-2022,restaurants,spettacolo,19,35,281.6,1.0,0.0
9-2022,groceries,lidl,190,431,14044.66,1.0,0.0
9-2022,groceries,spar,123,288,6064.83,1.0,0.0
9-2022,transport,voi,28,119,406.81,0.0,1.0
9-2022,shopping,decathlon,32,36,1940.24,0.72,0.28
9-2022,groceries,twint,24,82,798.0,0.0,1.0
1-2021,groceries,migrolino,31,70,439.15,1.0,0.0
1-2021,transport,avia,23,31,1024.72,1.0,0.0
1-2021,transport,socar,27,34,961.49,1.0,0.0
1-2021,transport,agrola,28,42,1825.73,1.0,0.0
1-2021,communication,amazon,23,44,905.22,0.0,1.0
1-2021,transport,tamoil,6,11,494.55,1.0,0.0
1-2021,communication,adobe,9,12,218.2,0.0,1.0
1-2021,shopping,decathlon,8,9,1531.0,0.26,0.74
1-2021,restaurants,other,381,1317,38408.6,0.65,0.35
1-2021,holidays,other,88,169,28173.48,0.71,0.29
1-2021,salary,other,1,1,3.0,0.0,1.0
2-2021,shopping,digitec galaxus,79,130,18092.53,0.04,0.96
