year_month,category,top_counterpart,n_customers,n_transasctions,total_amount,pos_perc,ecom_perc
2-2021,shopping,manor,6,7,849.0,0.09,0.91
2-2021,entertainment,steam,18,31,650.63,0.0,1.0
2-2021,communication,other,262,503,23647.74,0.01,0.99
3-2021,transport,coop,166,355,8746.37,0.98,0.02
3-2021,restaurants,mcdonalds,119,196,3485.52,0.94,0.06
3-2021,shopping,digitec galaxus,85,137,24969.67,0.12,0.88
3-2021,shopping,manor,37,58,3199.2,0.79,0.21
3-2021,transport,eni,24,34,1122.74,0.86,0.14
3-2021,transport,lime,7,14,53.87,0.0,1.0
3-2021,transport,fairtiq,16,22,284.85,0.0,1.0
3-2021,entertainment,swisslos,20,27,1815.0,0.0,1.0
3-2021,health,amavita,24,29,815.1,1.0,0.0
3-2021,transport,zvv,15,38,369.4,0.0,1.0
5-2021,groceries,lidl,104,226,10871.78,1.0,0.0
5-2021,groceries,spar,74,188,6406.06,1.0,0.0
5-2021,transport,migrol,92,173,4747.87,1.0,0.0
5-2021,communication,spotify,109,111,1803.61,0.0,1.0
5-2021,shopping,migros,41,52,4660.05,0.81,0.19
5-2021,savings,revolut,55,140,30750.08,0.0,1.0
5-2021,transport,landi,10,11,277.9,1.0,0.0
5-2021,groceries,twint,6,9,247.15,0.0,1.0
5-2021,communication,audible,19,22,259.58,0.0,1.0
5-2021,living,other,80,128,12892.28,0.73,0.27
1-2021,cash,revolut,1,1,200.0,0.0,1.0
2-2021,health,sumup,6,6,335.0,1.0,0.0
2-2021,transport,paypal,2,2,182.87,0.0,1.0
3-2021,entertainment,playstationnetwork,9,9,143.26,0.0,1.0
3-2021,entertainment,swiss casinos,8,17,945.0,0.0,1.0
4-2021,shopping,otto's,32,40,1809.1,1.0,0.0
4-2021,shopping,orell fussli,15,17,672.9,1.0,0.0
4-2021,communication,other,345,681,30984.66,0.03,0.97
4-2021,transport,easypark,14,26,85.11,0.0,1.0
4-2021,shopping,hornbach,19,27,2787.39,0.83,0.17
5-2021,health,coop,20,23,469.2,1.0,0.0
5-2021,restaurants,tibits,7,12,207.2,1.0,0.0
6-2021,groceries,rewe,3,3,82.99,1.0,0.0
6-2021,Groceries,other,1,1,10.8,1.0,0.0
7-2023,shopping,aliexpress,72,336,4707.95,0.0,1.0
7-2023,shopping,paypal,94,171,16796.08,0.0,1.0
7-2023,cash,twint,30,88,4066.9,0.0,1.0
7-2023,groceries,sprungli,38,56,1294.19,1.0,0.0
7-2023,shopping,zalando,28,49,5690.93,0.02,0.98
7-2023,cash,binance,9,70,25189.49,0.0,1.0
7-2023,groceries,other,1173,5585,145390.97,0.89,0.11
7-2023,restaurants,mcdonalds,237,411,6603.87,0.93,0.07
7-2023,groceries,panetarium,3,52,521.7,1.0,0.0
10-2022,transport,avia,121,201,9118.35,1.0,0.0
10-2022,transport,socar,88,128,2945.74,1.0,0.0
10-2022,transport,agrola,68,182,5084.38,1.0,0.0
10-2022,transport,tamoil,40,72,2263.38,1.0,0.0
10-2022,entertainment,microsoft,53,59,1375.29,0.0,1.0
10-2022,entertainment,paypal,31,64,1865.75,0.0,1.0
10-2022,shopping,ochsner,32,35,4055.6,0.89,0.11
10-2022,holidays,swiss,27,66,18058.27,0.05,0.95
10-2022,communication,netflix.com,22,22,324.41,0.0,1.0
3-2022,communication,audible,31,36,394.82,0.0,1.0
11-2023,restaurants,starbucks,87,147,1602.05,0.94,0.06
11-2023,groceries,steiner,54,82,875.6,1.0,0.0
11-2023,communication,amazon,68,113,1508.51,0.0,1.0
11-2023,entertainment,steam,43,78,1949.04,0.0,1.0
11-2023,groceries,sbb,30,54,360.85,1.0,0.0
11-2023,communication,adobe,38,50,1174.63,0.0,1.0
11-2023,restaurants,vicafe,20,37,385.2,0.8,0.2
11-2023,transport,bolt,15,72,320.81,0.0,1.0
2-2022,groceries,migros,646,2246,65190.75,0.9,0.1
2-2022,transport,sbb,253,1009,19953.1,0.19,0.81
2-2022,groceries,brezelkonig,50,76,616.6,1.0,0.0
2-2022,shopping,globus,39,52,3833.08,1.0,0.0
2-2022,groceries,stocker,10,11,120.4,1.0,0.0
2-2022,holidays,airbnb,17,33,18376.25,0.0,1.0
2-2022,tax,other,121,178,13332.88,0.62,0.38
2-2022,Restaurant,other,3,3,53.6,1.0,0.0
11-2023,shopping,other,1188,4185,328240.75,0.58,0.42
11-2023,cash,other,261,777,180234.23,0.64,0.36
11-2023,holidays,swiss,22,31,4579.53,0.06,0.94
11-2023,shopping,jelmoli,19,34,3554.72,0.83,0.17
11-2023,education,other,7,13,5123.36,0.04,0.96
12-2023,communication,google,128,371,3465.51,0.0,1.0
12-2023,groceries,aldi,209,475,17730.36,0.98,0.02
12-2023,restaurants,starbucks,88,145,1763.27,0.99,0.01
12-2023,groceries,manor,36,98,4062.65,1.0,0.0
12-2023,groceries,rewe,23,45,1707.94,0.87,0.13
12-2023,restaurants,vicafe,18,39,360.7,0.76,0.24
12-2023,shopping,ochsner,33,34,3887.95,1.0,0.0
3-2023,cash,postfinance,72,127,36295.67,1.0,0.0
3-2023,shopping,muller,55,86,1909.65,1.0,0.0
4-2023,shopping,amazon,105,194,11262.05,0.0,1.0
4-2023,groceries,kkiosk,95,163,1616.8,1.0,0.0
4-2023,shopping,ikea,63,106,7926.79,0.91,0.09
4-2023,entertainment,swisslos,31,55,2744.0,0.01,0.99
4-2023,shopping,sumup,69,80,4090.18,0.96,0.04
4-2023,restaurants,tibits,34,46,980.7,0.9,0.1
4-2023,groceries,brezelkönig,27,34,226.2,1.0,0.0
4-2023,entertainment,swiss casinos,33,152,10683.46,0.0,1.0
5-2023,groceries,migrolino,116,306,2289.1,1.0,0.0
4-2023,transport,voi,18,93,470.27,0.29,0.71
4-2023,entertainment,playstationnetwork,26,50,1438.34,0.0,1.0
5-2023,transport,easypark,55,167,742.77,0.0,1.0
6-2023,groceries,coop,974,5002,100723.93,0.96,0.04
6-2023,shopping,aliexpress,66,456,7703.63,0.0,1.0
6-2023,shopping,paypal,83,165,14444.66,0.0,1.0
6-2023,general,paypal,38,62,6187.76,0.0,1.0
6-2023,shopping,zalando,30,50,9210.53,0.01,0.99
6-2023,entertainment,other,579,2033,144321.71,0.17,0.83
6-2023,communication,spotify,155,158,2563.34,0.0,1.0
6-2023,restaurants,mcdonald's,74,110,1783.68,0.99,0.01
6-2023,health,coop,35,44,1328.76,1.0,0.0
6-2023,transport,bolt,22,97,411.64,0.0,1.0
6-2023,communication,audible,33,38,412.19,0.0,1.0
10-2021,entertainment,other,430,1100,86592.84,0.25,0.75
10-2021,groceries,migros,587,2249,74384.86,0.92,0.08
10-2021,transport,avia,92,142,6204.1,0.99,0.01
10-2021,transport,socar,76,134,3423.41,1.0,0.0
10-2021,transport,agrola,60,117,3694.25,1.0,0.0
10-2021,restaurants,mcdonald's,52,74,1398.88,1.0,0.0
10-2021,groceries,brezelkonig,51,79,559.6,1.0,0.0
10-2021,transport,tamoil,23,35,913.68,1.0,0.0
11-2021,cash,ubs,61,228,10552.17,0.18,0.82
11-2021,health,amavita,40,45,1305.8,1.0,0.0
11-2021,communication,netflix.com,13,13,177.02,0.0,1.0
11-2021,shopping,jelmoli,21,24,896.4,1.0,0.0
11-2021,shopping,other,922,3200,279150.88,0.55,0.45
12-2021,transport,coop,207,429,13774.51,0.98,0.02
12-2021,restaurants,sumup,103,138,4156.45,1.0,0.0
12-2021,restaurants,uber,60,172,6221.31,0.1,0.9
12-2021,transport,eni,34,50,1457.73,0.97,0.03
12-2021,transport,lime,17,101,422.92,0.0,1.0
12-2021,transport,fairtiq,20,49,1046.05,0.0,1.0
12-2021,transport,zvv,23,55,752.4,0.0,1.0
12-2021,holidays,swiss,21,35,3833.32,0.2,0.8
12-2021,restaurants,marche,25,34,613.8,1.0,0.0
1-2022,shopping,amazon,85,178,10710.54,0.0,1.0
1-2022,shopping,ikea,51,79,4378.39,0.95,0.05
1-2022,shopping,sumup,20,27,1137.03,0.91,0.09
1-2022,health,amavita,45,57,1780.7,1.0,0.0
10-2021,shopping,amzn,24,29,1540.42,0.0,1.0
10-2021,health,coop,29,34,954.85,1.0,0.0
10-2021,groceries,stocker,14,16,110.9,1.0,0.0
12-2021,salary,other,3,13,1332.05,0.0,1.0
1-2022,communication,apple,310,1050,16221.6,0.0,1.0
1-2022,Restaurant,other,2,2,85.0,1.0,0.0
6-2021,groceries,avec,66,111,1090.35,1.0,0.0
6-2021,shopping,digitec galaxus,82,144,15339.55,0.05,0.95
6-2021,groceries,sumup,33,41,987.65,1.0,0.0
6-2021,shopping,manor,48,75,4845.0,0.98,0.02
7-2021,groceries,volg,123,332,6726.4,1.0,0.0
7-2021,shopping,aliexpress,40,121,1560.12,0.0,1.0
7-2021,shopping,paypal,81,166,15098.42,0.0,1.0
7-2021,restaurants,burger,83,118,2687.73,1.0,0.0
7-2021,transport,parkingpay,24,62,329.5,0.0,1.0
7-2021,cash,ubs,56,156,11533.31,0.58,0.42
7-2021,transport,tier,17,68,276.31,0.0,1.0
7-2021,savings,revolut,50,155,44135.05,0.0,1.0
7-2021,shopping,zalando,29,41,5016.39,0.0,1.0
7-2021,tax,other,110,163,3808.13,0.62,0.38
8-2021,entertainment,steam,22,31,687.71,0.0,1.0
8-2021,communication,sky,32,42,608.4,0.0,1.0
8-2021,communication,yallo,12,44,453.55,0.0,1.0
7-2021,salary,other,5,11,354.84,0.71,0.29
7-2021,Restaurant,other,1,1,85.0,1.0,0.0
8-2021,shopping,other,839,2809,214257.28,0.65,0.35
8-2021,tax,other,132,209,6662.97,0.58,0.42
8-2021,restaurants,tibits,17,39,1116.5,0.68,0.32
8-2021,shopping,jelmoli,11,25,1151.95,0.94,0.06
8-2021,health,dm-drogerie,22,26,1232.9,1.0,0.0
8-2021,transport,paypal,9,16,529.24,0.0,1.0
9-2021,groceries,coop,700,3365,73322.18,0.97,0.03
9-2021,cash,ubs,63,215,11555.62,0.42,0.58
9-2021,savings,revolut,54,103,49284.55,0.0,1.0
9-2021,living,landi,34,42,1669.9,1.0,0.0
9-2021,wellness,other,11,13,1110.3,0.9,0.1
9-2021,entertainment,mycasino.ch,6,26,1812.0,0.0,1.0
9-2021,health,dm-drogerie,15,16,1073.61,1.0,0.0
1-2023,restaurants,sumup,158,306,8868.49,1.0,0.0
1-2023,communication,paypal,104,213,6677.59,0.0,1.0
1-2023,restaurants,uber,61,186,6559.0,0.04,0.96
1-2023,groceries,steiner,54,139,1371.25,1.0,0.0
1-2023,shopping,muller,62,87,2038.85,1.0,0.0
1-2023,restaurants,marche,34,53,762.85,1.0,0.0
1-2023,transport,other,836,3132,103670.35,0.73,0.27
2-2023,restaurants,migros,168,321,4614.0,1.0,0.0
2-2023,transport,shell,99,160,5040.01,1.0,0.0
2-2023,restaurants,subway,34,45,640.45,1.0,0.0
1-2023,groceries,sbb,16,22,178.25,1.0,0.0
2-2023,communication,apple,349,954,20658.55,0.0,1.0
3-2023,salary,other,1,1,355.58,1.0,0.0
11-2022,shopping,amazon,123,235,16533.97,0.0,1.0
11-2022,groceries,steiner,54,139,1777.67,0.72,0.28
11-2022,shopping,sumup,51,65,4879.73,0.58,0.42
11-2022,entertainment,microsoft,44,46,585.62,0.0,1.0
11-2022,communication,sky,49,64,1106.17,0.0,1.0
11-2022,entertainment,paypal,26,58,1810.1,0.0,1.0
11-2022,groceries,sbb,27,35,242.0,0.83,0.17
11-2022,communication,yallo,18,49,1460.7,0.0,1.0
11-2022,transport,other,812,2884,69564.43,0.75,0.25
11-2022,health,other,484,866,48115.24,0.91,0.09
11-2022,shopping,ikea,64,107,13065.71,0.41,0.59
12-2022,groceries,other,1021,4229,122566.73,0.84,0.16
12-2022,cash,other,293,736,169755.39,0.82,0.18
12-2022,transport,uber,85,276,5513.68,0.0,1.0
12-2022,entertainment,interwetten,14,319,25496.79,0.0,1.0
12-2022,groceries,sprungli,39,53,2017.83,1.0,0.0
12-2022,groceries,panetarium,1,30,286.8,1.0,0.0
12-2022,health,coop,46,57,1476.0,1.0,0.0
12-2022,shopping,ochsner,40,50,5294.6,0.98,0.02
12-2022,savings,other,19,45,11686.25,0.0,1.0
12-2022,transport,vbz,25,31,254.8,1.0,0.0
3-2022,health,other,387,699,39634.57,0.87,0.13
3-2022,shopping,amazon,92,163,8635.84,0.0,1.0
3-2022,shopping,ikea,59,90,8219.95,0.74,0.26
3-2022,communication,post,85,111,4947.62,1.0,0.0
3-2022,transport,voi,7,25,92.51,0.0,1.0
3-2022,shopping,sumup,40,54,4553.78,0.99,0.01
3-2022,restaurants,spettacolo,18,30,179.85,1.0,0.0
4-2022,groceries,aldi,180,420,14162.7,1.0,0.0
4-2022,restaurants,mcdonald's,69,107,1748.24,0.98,0.02
4-2022,groceries,manor,32,55,2858.15,1.0,0.0
4-2022,shopping,migros,65,84,8984.45,0.95,0.05
4-2022,groceries,rewe,21,37,1306.4,1.0,0.0
5-2022,groceries,coop,859,4151,85764.61,0.97,0.03
4-2022,transport,easypark,33,63,314.27,0.0,1.0
4-2022,cash,ubs,17,27,8230.0,1.0,0.0
6-2022,groceries,migros,711,2683,71805.67,0.91,0.09
6-2022,transport,sbb,320,1428,27986.9,0.41,0.59
6-2022,shopping,digitec galaxus,88,158,27597.04,0.02,0.98
6-2022,communication,amazon,58,92,1124.78,0.0,1.0
6-2022,shopping,manor,64,97,5506.35,0.96,0.04
6-2022,groceries,brezelkonig,49,74,560.95,1.0,0.0
6-2022,communication,adobe,28,40,1411.54,0.0,1.0
6-2022,health,coop,33,39,806.85,1.0,0.0
6-2022,groceries,stocker,16,34,220.5,1.0,0.0
8-2023,transport,shell,136,225,6326.08,1.0,0.0
8-2023,groceries,kkiosk,94,161,1668.25,1.0,0.0
8-2023,shopping,globus,26,32,2873.9,0.88,0.12
8-2023,groceries,brezelkönig,30,44,365.6,1.0,0.0
8-2023,restaurants,spettacolo,30,33,269.1,1.0,0.0
9-2023,groceries,coop,966,4653,98102.36,0.97,0.03
9-2023,shopping,muller,69,91,2778.4,1.0,0.0
9-2023,cash,kantonalbank,41,76,16520.0,1.0,0.0
9-2023,holidays,other,623,1678,224648.83,0.61,0.39
9-2023,transport,other,974,3567,105780.4,0.71,0.29
9-2023,restaurants,mcdonald's,63,89,1692.36,1.0,0.0
10-2023,transport,coop,318,868,17332.07,1.0,0.0
10-2023,groceries,volg,154,400,6511.55,1.0,0.0
10-2023,cash,twint,19,56,2421.05,0.0,1.0
10-2023,transport,fairtiq,26,49,1280.9,0.0,1.0
10-2023,transport,zvv,30,72,1028.0,0.0,1.0
10-2023,cash,binance,7,37,10553.06,0.0,1.0
10-2023,holidays,other,600,1653,258495.64,0.65,0.35
10-2023,restaurants,mcdonald's,55,84,1592.76,0.99,0.01
10-2023,transport,eni,99,174,5343.46,0.88,0.12
10-2023,transport,lime,16,31,428.8,0.55,0.45
10-2023,communication,tiktok,8,85,650.91,0.0,1.0
10-2023,shopping,otto's,62,87,4412.8,1.0,0.0
10-2023,shopping,orell fussli,47,55,1949.0,0.68,0.32
10-2023,Groceries,other,2,3,64.5,1.0,0.0
10-2023,shopping,hornbach,24,34,1786.6,0.96,0.04
10-2023,Restaurant,other,4,4,149.3,0.68,0.32
7-2022,communication,post,70,85,1951.51,1.0,0.0
7-2022,groceries,sprungli,34,52,1661.93,0.96,0.04
7-2022,health,sumup,38,44,3527.42,1.0,0.0
7-2022,groceries,other,1054,4897,128471.3,0.9,0.1
7-2022,entertainment,other,544,1650,106318.21,0.31,0.69
7-2022,shopping,globus,41,58,2727.08,1.0,0.0
7-2022,groceries,panetarium,6,32,304.8,1.0,0.0
7-2022,transport,bolt,8,18,177.06,0.0,1.0
8-2022,transport,sbb,311,1307,30335.0,0.35,0.65
8-2022,shopping,aliexpress,49,249,5033.13,0.0,1.0
8-2022,communication,spotify,144,149,2399.71,0.0,1.0
8-2022,shopping,zalando,24,39,5506.17,0.01,0.99
8-2022,communication,audible,23,24,256.47,0.0,1.0
8-2022,groceries,aldi,211,472,14715.89,1.0,0.0
8-2022,shopping,paypal,82,144,19184.5,0.0,1.0
8-2022,groceries,manor,36,72,1541.65,1.0,0.0
8-2022,groceries,rewe,22,45,1045.52,1.0,0.0
8-2022,holidays,airbnb,20,38,17205.73,0.0,1.0
9-2022,transport,uber,74,261,4560.13,0.07,0.93
9-2022,groceries,kkiosk,128,192,1563.55,1.0,0.0
9-2022,health,amavita,52,57,1651.05,1.0,0.0
9-2022,transport,vbz,31,54,506.7,1.0,0.0
9-2022,groceries,brezelkönig,34,47,327.1,1.0,0.0
9-2022,general,paypal,45,86,10383.74,0.0,1.0
9-2022,wellness,other,8,10,1171.5,0.96,0.04
9-2022,entertainment,interwetten,11,157,9697.72,0.0,1.0
9-2022,shopping,muller,44,54,1863.45,1.0,0.0
9-2022,holidays,airbnb,21,36,9233.24,0.0,1.0
1-2021,restaurants,mcdonalds,71,125,2463.96,1.0,0.0
1-2021,shopping,muller,21,27,1026.35,1.0,0.0
1-2021,entertainment,youtube,26,30,439.5,0.0,1.0
2-2021,groceries,volg,98,317,6132.45,1.0,0.0
2-2021,shopping,amazon,35,85,4317.56,0.0,1.0
2-2021,entertainment,netflix,74,74,1350.6,0.0,1.0
2-2021,transport,easypark,9,15,76.32,0.0,1.0
2-2021,shopping,ikea,17,23,3070.14,0.01,0.99
3-2021,groceries,volg,125,370,6709.3,1.0,0.0
3-2021,shopping,amazon,54,93,4547.4,0.0,1.0
3-2021,shopping,ikea,55,81,9341.86,0.83,0.17
3-2021,general,paypal,29,43,1424.56,0.0,1.0
3-2021,transport,other,386,904,28624.12,0.78,0.22
3-2021,restaurants,other,600,2155,55418.42,0.71,0.29
3-2021,tax,other,66,81,4026.52,0.46,0.54
5-2021,restaurants,sumup,60,78,1637.52,1.0,0.0
5-2021,restaurants,uber,52,152,5421.05,0.06,0.94
5-2021,groceries,kkiosk,39,72,667.25,1.0,0.0
5-2021,communication,post,64,80,1336.57,1.0,0.0
5-2021,cash,ubs,47,127,9738.16,0.58,0.42
5-2021,entertainment,youtube,28,30,439.65,0.0,1.0
5-2021,restaurants,marche,26,29,618.45,1.0,0.0
5-2021,groceries,brezelkönig,23,34,236.1,1.0,0.0
5-2021,health,other,305,473,31252.2,0.85,0.15
12-2020,communication,other,1,1,4.0,0.0,1.0
1-2021,cash,kantonalbank,7,7,680.0,1.0,0.0
2-2021,shopping,sumup,6,9,253.2,0.81,0.19
2-2021,entertainment,google,5,5,75.12,0.0,1.0
3-2021,shopping,sumup,12,14,700.52,1.0,0.0
4-2021,groceries,volg,114,358,5741.2,1.0,0.0
4-2021,restaurants,spettacolo,11,13,89.6,1.0,0.0
4-2021,savings,coinbase,27,83,10593.81,0.0,1.0
4-2021,shopping,globus,32,42,2802.7,0.94,0.06
4-2021,transport,paypal,8,13,732.44,0.0,1.0
5-2021,transport,bolt,3,7,2.16,0.0,1.0
6-2021,transport,bolt,1,1,0.25,0.0,1.0
7-2023,groceries,coop,939,4439,99824.96,0.97,0.03
7-2023,communication,paypal,102,198,5041.87,0.0,1.0
7-2023,transport,avia,132,257,7694.53,1.0,0.0
7-2023,transport,socar,125,191,4608.88,1.0,0.0
7-2023,transport,agrola,95,171,4973.03,1.0,0.0
7-2023,health,sumup,54,75,5364.62,1.0,0.0
7-2023,entertainment,other,730,2594,146368.19,0.23,0.77
7-2023,restaurants,other,1359,10261,365804.27,0.96,0.04
7-2023,transport,tamoil,54,95,2077.76,1.0,0.0
7-2023,shopping,amzn,37,66,3438.67,0.0,1.0
10-2022,groceries,denner,284,646,14374.95,0.98,0.02
10-2022,cash,twint,51,136,5878.25,0.0,1.0
10-2022,holidays,booking.com,30,37,8937.04,0.0,1.0
10-2022,health,dm-drogerie,36,47,1945.44,1.0,0.0
10-2022,communication,apple,360,1034,21165.25,0.0,1.0
10-2022,savings,coinbase,12,62,5280.74,0.0,1.0
10-2022,cash,binance,21,51,24333.69,0.0,1.0
11-2023,groceries,selecta,102,267,1045.62,1.0,0.0
11-2023,transport,migrol,120,223,5310.05,1.0,0.0
11-2023,entertainment,netflix,110,111,2221.64,0.0,1.0
11-2023,savings,coinbase,10,19,1859.65,0.0,1.0
11-2023,entertainment,google,120,158,1202.04,0.0,1.0
11-2023,living,landi,39,57,3844.5,1.0,0.0
11-2023,transport,landi,26,55,1377.8,1.0,0.0
11-2023,holidays,booking.com,35,46,15240.8,0.0,1.0
11-2023,communication,tiktok,13,42,690.19,0.0,1.0
2-2022,cash,ubs,14,19,3390.0,1.0,0.0
2-2022,entertainment,playstationnetwork,23,28,614.77,0.0,1.0
2-2022,living,other,72,124,9743.72,0.4,0.6
2-2022,entertainment,swisslos,28,49,2708.0,0.0,1.0
2-2022,shopping,otto's,32,39,2248.55,0.88,0.12
2-2022,shopping,orell fussli,32,34,1262.8,1.0,0.0
2-2022,shopping,hornbach,10,10,867.43,1.0,0.0
2-2022,entertainment,swiss casinos,21,96,9153.0,0.0,1.0
12-2023,groceries,avec,163,359,3938.95,1.0,0.0
12-2023,transport,socar,79,142,3460.07,1.0,0.0
12-2023,transport,tamoil,40,74,2218.52,1.0,0.0
12-2023,transport,avia,100,187,6149.96,0.98,0.02
12-2023,transport,agrola,73,121,3958.33,1.0,0.0
12-2023,groceries,sumup,92,142,3485.44,1.0,0.0
12-2023,entertainment,youtube,37,38,607.8,0.0,1.0
12-2023,health,dm-drogerie,47,55,1855.01,1.0,0.0
12-2023,communication,yallo,17,33,1080.55,0.0,1.0
12-2023,communication,sky,2,2,24.68,0.0,1.0
12-2023,Health,other,1,1,169.0,0.0,1.0
12-2023,Restaurant,other,1,2,200.0,1.0,0.0
3-2023,communication,google,122,329,3215.68,0.0,1.0
3-2023,entertainment,netflix,111,115,2335.04,0.0,1.0
3-2023,entertainment,google,102,182,1651.61,0.0,1.0
3-2023,transport,paypal,17,34,3340.69,0.0,1.0
4-2023,groceries,selecta,118,333,1256.55,1.0,0.0
4-2023,transport,shell,132,209,6059.24,1.0,0.0
4-2023,cash,other,309,664,154230.02,0.88,0.12
4-2023,general,other,352,711,53301.15,0.29,0.71
4-2023,salary,other,1,1,79.7,0.0,1.0
5-2023,transport,sbb,336,1562,24641.0,0.14,0.86
5-2023,groceries,avec,166,343,3235.45,0.99,0.01
5-2023,shopping,amazon,118,214,12797.66,0.0,1.0
5-2023,communication,spotify,160,166,2719.86,0.0,1.0
5-2023,entertainment,netflix,112,112,2289.11,0.0,1.0
5-2023,shopping,ikea,61,97,7073.4,0.71,0.29
5-2023,groceries,sumup,92,128,2544.7,0.97,0.03
5-2023,cash,postfinance,61,113,29384.13,1.0,0.0
5-2023,general,paypal,52,83,7864.7,0.0,1.0
5-2023,entertainment,google,93,131,1289.3,0.0,1.0
5-2023,shopping,sumup,50,64,5660.77,1.0,0.0
5-2023,holidays,booking.com,44,59,20816.21,0.0,1.0
4-2023,communication,sky,48,60,985.83,0.0,1.0
4-2023,communication,yallo,17,65,1060.6,0.0,1.0
4-2023,holidays,swiss,32,69,12832.46,0.02,0.98
4-2023,entertainment,steam,20,30,919.04,0.0,1.0
5-2023,communication,audible,32,39,535.52,0.0,1.0
5-2023,Groceries,other,3,4,136.9,1.0,0.0
6-2023,groceries,denner,350,881,19757.3,0.98,0.02
6-2023,cash,revolut,77,218,98184.73,0.0,1.0
6-2023,restaurants,mcdonalds,222,393,6437.93,0.87,0.13
6-2023,health,amavita,56,60,1826.0,1.0,0.0
10-2021,general,other,237,432,55166.85,0.14,0.86
10-2021,groceries,volg,140,380,6672.75,1.0,0.0
10-2021,communication,google,108,276,5222.5,0.0,1.0
10-2021,restaurants,mcdonalds,177,269,4306.6,1.0,0.0
10-2021,transport,migrol,112,207,5509.74,1.0,0.0
10-2021,health,amavita,40,47,1053.35,1.0,0.0
11-2021,communication,amazon,44,64,682.61,0.0,1.0
11-2021,groceries,sprungli,35,57,1450.6,1.0,0.0
11-2021,transport,vbz,35,89,494.0,1.0,0.0
11-2021,communication,adobe,20,25,616.84,0.0,1.0
11-2021,groceries,panetarium,4,18,186.9,1.0,0.0
11-2021,health,coop,40,52,1629.95,0.89,0.11
11-2021,entertainment,other,367,967,65143.6,0.26,0.74
11-2021,groceries,other,809,3334,93771.44,0.8,0.2
12-2021,groceries,aldi,157,339,12027.69,1.0,0.0
12-2021,shopping,amazon,99,202,10370.27,0.0,1.0
12-2021,transport,parkingpay,49,137,1273.93,0.0,1.0
12-2021,shopping,ikea,80,140,10533.8,0.74,0.26
12-2021,groceries,manor,36,57,2463.95,1.0,0.0
12-2021,transport,tier,9,17,63.54,0.05,0.95
12-2021,shopping,sumup,55,67,3349.3,0.98,0.02
12-2021,groceries,rewe,12,24,1087.1,1.0,0.0
12-2021,communication,other,445,929,44220.13,0.06,0.94
12-2021,entertainment,other,420,1046,74440.36,0.25,0.75
1-2022,cash,revolut,20,58,19541.3,0.0,1.0
1-2022,health,coop,35,41,1024.7,0.91,0.09
1-2022,transport,bolt,7,32,194.57,0.0,1.0
10-2021,transport,landi,14,27,774.6,1.0,0.0
11-2021,transport,uber,52,211,2511.32,0.08,0.92
11-2021,shopping,globus,40,58,2597.64,0.98,0.02
12-2021,cash,revolut,17,31,12890.28,0.0,1.0
6-2021,communication,apple,220,620,13823.8,0.0,1.0
6-2021,groceries,migrolino,68,268,2309.25,0.91,0.09
6-2021,entertainment,netflix,94,95,1748.69,0.0,1.0
6-2021,entertainment,google,2,3,71.74,0.0,1.0
6-2021,health,sumup,19,19,1178.76,1.0,0.0
6-2021,restaurants,tibits,26,46,845.2,1.0,0.0
6-2021,shopping,ochsner,28,30,2375.25,0.92,0.08
7-2021,groceries,migros,516,1784,60997.29,0.91,0.09
7-2021,transport,coop,195,366,9666.11,0.98,0.02
7-2021,communication,spotify,121,123,2016.55,0.0,1.0
7-2021,transport,eni,42,71,3399.6,0.77,0.23
7-2021,transport,lime,20,49,320.88,0.0,1.0
7-2021,groceries,brezelkonig,38,50,365.8,1.0,0.0
7-2021,transport,fairtiq,23,46,1200.35,0.0,1.0
7-2021,transport,zvv,20,79,710.9,0.0,1.0
7-2021,health,dm-drogerie,17,19,1244.55,1.0,0.0
7-2021,groceries,stocker,16,35,321.4,1.0,0.0
7-2021,restaurants,other,871,5618,252055.78,0.94,0.06
8-2021,cash,ubs,64,175,9833.12,0.51,0.49
8-2021,savings,coinbase,16,55,12428.29,0.0,1.0
8-2021,groceries,sprungli,31,44,959.8,1.0,0.0
8-2021,groceries,panetarium,7,32,256.6,1.0,0.0
8-2021,entertainment,playstationnetwork,15,18,659.13,0.0,1.0
8-2021,entertainment,swiss casinos,14,71,4784.26,0.0,1.0
7-2021,communication,audible,26,31,337.56,0.0,1.0
8-2021,groceries,other,768,3199,88812.12,0.84,0.16
8-2021,entertainment,swisslos,16,28,1604.0,0.0,1.0
8-2021,shopping,globus,31,46,3486.25,1.0,0.0
8-2021,holidays,swiss,32,66,13812.1,0.08,0.92
9-2021,groceries,denner,206,466,11494.1,0.97,0.03
9-2021,restaurants,marche,33,37,538.59,1.0,0.0
9-2021,restaurants,sumup,105,144,3484.09,0.97,0.03
9-2021,restaurants,uber,45,126,4601.84,0.01,0.99
9-2021,shopping,muller,42,52,2022.55,1.0,0.0
9-2021,entertainment,microsoft,28,29,695.18,0.0,1.0
9-2021,entertainment,paypal,17,27,811.72,0.0,1.0
9-2021,transport,paypal,13,22,1631.18,0.0,1.0
1-2023,groceries,lidl,187,438,15369.89,1.0,0.0
1-2023,groceries,spar,116,285,6224.62,1.0,0.0
1-2023,communication,post,81,102,1992.73,1.0,0.0
1-2023,cash,kantonalbank,33,45,8850.0,1.0,0.0
1-2023,holidays,swiss,43,66,13359.86,0.06,0.94
